630,,account,date,description,amount,category,`
,428,CIBC_CC,2022-08-18,"AMZN Mktp CA*ZL8NI4HG3 WWW.AMAZON.CA, ON",64.03,,TRUE
,429,CIBC_CC,2022-08-18,PAYMENT THANK YOU/PAIEMEN T MERCI,-138.79,,TRUE
,2122,CIBC_CHECKING,2022-08-18,Point of Sale - Interac RETAIL PURCHASE 000001001585 COSTCO WHOLESAL,3.27,,TRUE
,2123,CIBC_CHECKING,2022-08-18,Internet Banking INTERNET TRANSFER 000000108301,96.42,,TRUE
,430,CIBC_CC,2022-08-17,"RAILTOWN CAFE VANCOUVER, BC",4.99,,TRUE
,2124,CIBC_CHECKING,2022-08-17,Point of Sale - Interac RETAIL PURCHASE 000001887027 YUMMY TO GO,9.98,,TRUE
,2125,CIBC_CHECKING,2022-08-17,Internet Banking INTERNET TRANSFER 000000121988,-200,,TRUE
,2126,CIBC_CHECKING,2022-08-17,Internet Banking INTERNET TRANSFER 000000134233,138.79,,TRUE
,431,CIBC_CC,2022-08-16,"RITUAL-BASIL PASTA BAR TORONTO, ON",15.7,,TRUE
,432,CIBC_CC,2022-08-16,"FIRECRUST NEAPOLITAN PIZZ VANCOUVER, BC",30.35,,TRUE
,433,CIBC_CC,2022-08-16,CASHBACK/REMISE EN ARGENT,-59.8,,TRUE
,434,CIBC_CC,2022-08-16,"UBC EPAYMENT 604-822-2008, BC",25,,TRUE
,2127,CIBC_CHECKING,2022-08-16,Internet Banking E-TRANSFER 104209681389 sadinthegarden,200,,TRUE
,435,CIBC_CC,2022-08-15,"KITS.CA VANCOUVER, BC",2.95,,TRUE
,436,CIBC_CC,2022-08-15,"KOODO MOBILE PAC 111-1111111, AB",54.55,,TRUE
,437,CIBC_CC,2022-08-15,"KOODO WEBSTORE 9871 SCARBOROUGH, ON",5.25,,TRUE
,438,CIBC_CC,2022-08-15,PAYMENT THANK YOU/PAIEMEN T MERCI,-12.87,,TRUE
,2128,CIBC_CHECKING,2022-08-15,Internet Banking E-TRANSFER 104207697740 Andrew Huang,21,,TRUE
,2129,CIBC_CHECKING,2022-08-15,Internet Banking E-TRANSFER 104207230591 sadinthegarden,50,,TRUE
,439,CIBC_CC,2022-08-12,"SIEGEL'S BAGELS VANCOUVER, BC",4.67,,TRUE
,440,CIBC_CC,2022-08-12,"SQ *CHAU VEGGIE EXPRESS - Vancouver, BC",7.09,,TRUE
,441,CIBC_CC,2022-08-12,"THE GRAND NOODLE EMPORIUM VANCOUVER, BC",12.94,,TRUE
,2130,CIBC_CHECKING,2022-08-12,Internet Banking INTERNET TRANSFER 000000131065,12.87,,TRUE
,442,CIBC_CC,2022-08-11,"EvoCarShare Burnaby, BC",14.22,,TRUE
,443,CIBC_CC,2022-08-11,"LONDON DRUGS 50 VANCOUVER, BC",22.96,,TRUE
,444,CIBC_CC,2022-08-11,"GROCERY CHECKOUT VANCOUVER, BC",6.66,,TRUE
,445,CIBC_CC,2022-08-10,"CELINE'S FISH & CHIPS VANCOUVER, BC",9.1,,TRUE
,446,CIBC_CC,2022-08-10,"SP PELA CASE CANADA KELOWNA, BC",-54.83,,TRUE
,447,CIBC_CC,2022-08-10,"UPPER CASE VANCOUVER, BC",6.59,,TRUE
,448,CIBC_CC,2022-08-09,"SP PELA CASE CANADA KELOWNA, BC",54.83,,TRUE
,449,CIBC_CC,2022-08-09,"CHOICES YALETOWN # 907 VANCOUVER, BC",4.03,,TRUE
,450,CIBC_CC,2022-08-09,PAYMENT THANK YOU/PAIEMEN T MERCI,-530.59,,TRUE
,451,CIBC_CC,2022-08-08,"DD/DOORDASHLEPETITSAIG VANCOUVER, BC",34.97,,TRUE
,452,CIBC_CC,2022-08-08,"STARBUCKS 800-782-7282 800-782-7282, ON",25,,TRUE
,453,CIBC_CC,2022-08-08,"LONDON DRUGS 50 VANCOUVER, BC",12.32,,TRUE
,454,CIBC_CC,2022-08-08,"NORI BENTO & UDON VANCOUVER, BC",13.59,,TRUE
,455,CIBC_CC,2022-08-08,"UNI-VISION EYEWEAR LTD. VANCOUVER, BC",270,,TRUE
,456,CIBC_CC,2022-08-08,"SHOPPERS DRUG MART #22 VANCOUVER, BC",-13.97,,TRUE
,457,CIBC_CC,2022-08-08,"SHOPPERS DRUG MART #22 VANCOUVER, BC",13.97,,TRUE
,458,CIBC_CC,2022-08-08,"SQ *UNIVISION OPTOMETRY Vancouver, BC",50,,TRUE
,459,CIBC_CC,2022-08-08,"SQ *RAIN OR SHINE HOMEMAD Vancouver, BC",6.82,,TRUE
,460,CIBC_CC,2022-08-08,"MY HOME CUISINE VANCOUVER, BC",12,,TRUE
,2131,CIBC_CHECKING,2022-08-08,Internet Banking INTERNET TRANSFER 000000236249,530.59,,TRUE
,2132,CIBC_CHECKING,2022-08-08,Internet Banking INTERNET TRANSFER 000000236211,-530.51,,TRUE
,461,CIBC_CC,2022-08-05,"JUKE BOX PRINT VANCOUVER, BC",1.12,,TRUE
,462,CIBC_CC,2022-08-05,"CHOICES YALETOWN # 907 VANCOUVER, BC",20.47,,TRUE
,463,CIBC_CC,2022-08-05,"BLUE PARROT COFFEE BAR VANCOUVER, BC",8.91,,TRUE
,464,CIBC_CC,2022-08-05,"AB DL Renewals EDMONTON, AB",93,,TRUE
,465,CIBC_CC,2022-08-04,PAYMENT THANK YOU/PAIEMEN T MERCI,-213.79,,TRUE
,2133,CIBC_CHECKING,2022-08-04,Internet Banking E-TRANSFER 104197841523 Andrew Huang,20,,TRUE
,2134,CIBC_CHECKING,2022-08-04,Internet Banking E-TRANSFER 104197721884 Calvin Du,6,,TRUE
,2135,CIBC_CHECKING,2022-08-03,Electronic Funds Transfer PREAUTHORIZED DEBIT University of B BUSINESS PAD,840,,TRUE
,2136,CIBC_CHECKING,2022-08-03,Internet Banking INTERNET TRANSFER 000000218394,1,,TRUE
,2137,CIBC_CHECKING,2022-08-03,Internet Banking INTERNET TRANSFER 000000225685,840,,TRUE
,2138,CIBC_CHECKING,2022-08-03,Internet Banking INTERNET TRANSFER 000000218343,213.79,,TRUE
,2139,CIBC_CHECKING,2022-08-03,Internet Banking E-TRANSFER 010531533516 ANDREA VARGAS-CORONA,-840,,TRUE
,2140,CIBC_CHECKING,2022-08-03,Internet Banking E-TRANSFER 010557984531 NANG SAY,-450,,TRUE
,466,CIBC_CC,2022-08-02,"CHOICES YALETOWN # 907 VANCOUVER, BC",9.27,,TRUE
,467,CIBC_CC,2022-08-02,"MY TOAN VIETNAMESE GOU VANCOUVER, BC",16.76,,TRUE
,468,CIBC_CC,2022-08-02,"SQ *MILK MOCHA BEAR EDMONTON, AB",12,,TRUE
,469,CIBC_CC,2022-08-02,"REXALL PHARMACY #7184 VANCOUVER, BC",12.43,,TRUE
,470,CIBC_CC,2022-08-02,"RAMEN DANBO ROBSON VANCOUVER, BC",15.03,,TRUE
,471,CIBC_CC,2022-08-02,"JUGO JUICE VANCOUVER, BC",8.61,,TRUE
,472,CIBC_CC,2022-08-02,PAYMENT THANK YOU/PAIEMEN T MERCI,-283.92,,TRUE
,473,CIBC_CC,2022-08-02,"TAP & BARREL - COAL H VANCOUVER, BC",46.69,,TRUE
,474,CIBC_CC,2022-08-02,"UBC BOOKSTORE VANCOUVER, BC",6.67,,TRUE
,2141,CIBC_CHECKING,2022-08-02,Electronic Funds Transfer PREAUTHORIZED DEBIT Wealthsimple Investments Inc.,30,,TRUE
,2142,CIBC_CHECKING,2022-08-02,Internet Banking INTERNET TRANSFER 000000105379,-840,,TRUE
,2143,CIBC_CHECKING,2022-08-02,Automated Banking Machine ATM WITHDRAWAL TELUS Garden Banking Ctr 2B2B,100,,TRUE
,475,CIBC_CC,2022-07-29,"APPLE.COM/CA TORONTO, ON",2004.24,,TRUE
,476,CIBC_CC,2022-07-29,"BLUE PARROT COFFEE BAR VANCOUVER, BC",4.94,,TRUE
,477,CIBC_CC,2022-07-29,"SIEGEL'S BAGELS VANCOUVER, BC",4.67,,TRUE
,478,CIBC_CC,2022-07-29,"MIDAM VANCOUVER, BC",22.33,,TRUE
,2144,CIBC_CHECKING,2022-07-29,Branch Transaction SERVICE CHARGE DISCOUNT,-15.7,,TRUE
,2145,CIBC_CHECKING,2022-07-29,Branch Transaction SERVICE CHARGE ADD TXN$8.75;MONTHLY$6.95 RECORD-KEEPING N/A,15.7,,TRUE
,2146,CIBC_CHECKING,2022-07-29,Internet Banking E-TRANSFER 104192146914 Andrew Huang,15,,TRUE
,2147,CIBC_CHECKING,2022-07-29,Internet Banking INTERNET TRANSFER 000000114975,283.92,,TRUE
,2148,CIBC_CHECKING,2022-07-29,Internet Banking INTERNET TRANSFER 000000114462,-500,,TRUE
,479,CIBC_CC,2022-07-28,"APPLE.COM/CA 800-676-2775, ON",210,,TRUE
,480,CIBC_CC,2022-07-28,"BOFT CANADA INC. VANCOUVER, BC",5,,TRUE
,481,CIBC_CC,2022-07-28,"CHOICES YALETOWN # 907 VANCOUVER, BC",2.25,,TRUE
,482,CIBC_CC,2022-07-27,"SEN PAD THAI VANCOUVER, BC",17.01,,TRUE
,483,CIBC_CC,2022-07-27,"CHOICES YALETOWN # 907 VANCOUVER, BC",7.99,,TRUE
,484,CIBC_CC,2022-07-27,"THE GRAND NOODLE EMPORIUM VANCOUVER, BC",14.46,,TRUE
,485,CIBC_CC,2022-07-27,"SAFEWAY #4998 VANCOUVER, BC",7.34,,TRUE
,2149,CIBC_CHECKING,2022-07-27,Internet Banking E-TRANSFER 104189272580 absent Garden,61.73,,TRUE
,486,CIBC_CC,2022-07-26,"RUKA COFFEE LTD VANCOUVER, BC",6.75,,TRUE
,487,CIBC_CC,2022-07-26,"SERVICE CANADA VAN W BRDW VANCOUVER, BC",160,,TRUE
,488,CIBC_CC,2022-07-26,PAYMENT THANK YOU/PAIEMEN T MERCI,-2004.24,,TRUE
,489,CIBC_CC,2022-07-26,PAYMENT THANK YOU/PAIEMEN T MERCI,-44.75,,TRUE
,490,CIBC_CC,2022-07-26,"UBC BOOKSTORE VANCOUVER, BC",2.61,,TRUE
,2150,CIBC_CHECKING,2022-07-26,Internet Banking E-TRANSFER 104188212737 absent Garden,650,,TRUE
,2151,CIBC_CHECKING,2022-07-26,Internet Banking INTERNET TRANSFER 000000217056,-700,,TRUE
,491,CIBC_CC,2022-07-25,"LONDON DRUGS 50 VANCOUVER, BC",14.33,,TRUE
,492,CIBC_CC,2022-07-25,"SQ *JJ BEAN COFFEE ROASTE Vancouver, BC",5.19,,TRUE
,493,CIBC_CC,2022-07-25,"LONDON DRUGS 50 VANCOUVER, BC",4.99,,TRUE
,494,CIBC_CC,2022-07-25,"UBER CANADA/UBEREATS TORONTO, ON",35,,TRUE
,495,CIBC_CC,2022-07-25,"FRITZ EUROPEAN FRY HOUSE VANCOUVER, BC",9.75,,TRUE
,496,CIBC_CC,2022-07-25,PAYMENT THANK YOU/PAIEMEN T MERCI,-281.95,,TRUE
,2152,CIBC_CHECKING,2022-07-25,Internet Banking INTERNET TRANSFER 000000105182,2004.24,,TRUE
,2153,CIBC_CHECKING,2022-07-25,Internet Banking INTERNET TRANSFER 000000105012,-2004.24,,TRUE
,2154,CIBC_CHECKING,2022-07-25,Internet Banking INTERNET TRANSFER 000000134551,44.75,,TRUE
,497,CIBC_CC,2022-07-22,"SPRIG GRANVILLE ISLANDS VANCOUVER, BC",1.84,,TRUE
,498,CIBC_CC,2022-07-22,"SIEGEL'S BAGELS VANCOUVER, BC",5.2,,TRUE
,2155,CIBC_CHECKING,2022-07-22,Internet Banking INTERNET TRANSFER 000000201252,281.95,,TRUE
,2156,CIBC_CHECKING,2022-07-22,Internet Banking INTERNET TRANSFER 000000201124,-281.95,,TRUE
,499,CIBC_CC,2022-07-21,"CHOICES YALETOWN # 907 VANCOUVER, BC",16.91,,TRUE
,500,CIBC_CC,2022-07-21,"SQ *GREAT DANE COFFEE Vancouver, BC",9,,TRUE
,501,CIBC_CC,2022-07-21,"PACIFIC POKE LIFE VANCOUVER, BC",15.75,,TRUE
,502,CIBC_CC,2022-07-21,"7 ELEVEN STORE #32893 VANCOUVER, BC",10.28,,TRUE
,503,CIBC_CC,2022-07-20,"BLUE PARROT COFFEE BAR VANCOUVER, BC",4.69,,TRUE
,504,CIBC_CC,2022-07-20,"SIEGEL'S BAGELS VANCOUVER, BC",5.67,,TRUE
,505,CIBC_CC,2022-07-20,PAYMENT THANK YOU/PAIEMEN T MERCI,-40.95,,TRUE
,506,CIBC_CC,2022-07-20,"AMZN Mktp CA*5K2665JR3 WWW.AMAZON.CA, ON",34.58,,TRUE
,507,CIBC_CC,2022-07-20,"UPPER CASE VANCOUVER, BC",7.25,,TRUE
,508,CIBC_CC,2022-07-19,"INDIGO ONLINE BRAMPTON, ON",19.75,,TRUE
,509,CIBC_CC,2022-07-19,"INDIGO 789 VANCOUVER, BC",27.99,,TRUE
,510,CIBC_CC,2022-07-19,"SALARMY WEST BROADWAY THR VANCOUVER, BC",5.33,,TRUE
,511,CIBC_CC,2022-07-19,"MI TIERRA LATINA VANCOUVER, BC",3.03,,TRUE
,512,CIBC_CC,2022-07-19,"AL BASHA VANCOUVER, BC",28.77,,TRUE
,2157,CIBC_CHECKING,2022-07-19,Internet Banking INTERNET TRANSFER 000000134181,40.95,,TRUE
,513,CIBC_CC,2022-07-18,"CHIPOTLE 4160 VANCOUVER, BC",14.89,,TRUE
,514,CIBC_CC,2022-07-18,"STARBUCKS 800-782-7282 800-782-7282, ON",15,,TRUE
,515,CIBC_CC,2022-07-18,"LONDON DRUGS 50 VANCOUVER, BC",8.95,,TRUE
,516,CIBC_CC,2022-07-18,"SP MONETFLORALART VANCOUVER, BC",13.42,,TRUE
,517,CIBC_CC,2022-07-18,"VIET FLAVOUR RESTAURAN VANCOUVER, BC",16.11,,TRUE
,518,CIBC_CC,2022-07-18,"TIM HORTONS #9236 VANCOUVER, BC",7.5,,TRUE
,519,CIBC_CC,2022-07-15,"BLUE PARROT COFFEE BAR VANCOUVER, BC",4.69,,TRUE
,520,CIBC_CC,2022-07-15,"SEN PAD THAI VANCOUVER, BC",17.01,,TRUE
,521,CIBC_CC,2022-07-14,PAYMENT THANK YOU/PAIEMEN T MERCI,-303.51,,TRUE
,522,CIBC_CC,2022-07-14,"WESBROOK VILLAGE DENTAL VANCOUVER, BC",26.68,,TRUE
,523,CIBC_CC,2022-07-14,"KOODO MOBILE PAC 111-1111111, AB",55.39,,TRUE
,524,CIBC_CC,2022-07-14,"7 ELEVEN STORE #32893 VANCOUVER, BC",13.68,,TRUE
,525,CIBC_CC,2022-07-13,"ARITZIA.COM 855-274-8942, BC",76.16,,TRUE
,526,CIBC_CC,2022-07-13,"BLUE PARROT COFFEE BAR VANCOUVER, BC",4.69,,TRUE
,527,CIBC_CC,2022-07-13,"DAVIE STREET YIG VANCOUVER, BC",77.07,,TRUE
,528,CIBC_CC,2022-07-13,"UPPER CASE VANCOUVER, BC",6.49,,TRUE
,2158,CIBC_CHECKING,2022-07-13,Internet Banking INTERNET TRANSFER 000000133700,303.51,,TRUE
,2159,CIBC_CHECKING,2022-07-13,Internet Banking INTERNET TRANSFER 000000133599,-303.51,,TRUE
,529,CIBC_CC,2022-07-12,"KITSILANO STAMPS PLUS -10 VANCOUVER, BC",4.48,,TRUE
,530,CIBC_CC,2022-07-12,"DAIRY QUEEN # 27360 VANCOUVER, BC",6.6,,TRUE
,531,CIBC_CC,2022-07-12,PAYMENT THANK YOU/PAIEMEN T MERCI,-299.22,,TRUE
,532,CIBC_CC,2022-07-12,PAYMENT THANK YOU/PAIEMEN T MERCI,-148.1,,TRUE
,533,CIBC_CC,2022-07-11,"SEPHORA.CA SEPHORA.CA, QC",123.9,,TRUE
,534,CIBC_CC,2022-07-11,"KI-TEA HOUSE CAFE BURNABY, BC",25.91,,TRUE
,535,CIBC_CC,2022-07-11,"GOODFOOD M* GOODFOOD M SAINT-LAURENT, QC",-66.2,,TRUE
,536,CIBC_CC,2022-07-11,"AMZN Mktp CA*G12AP8N83 WWW.AMAZON.CA, ON",42.37,,TRUE
,537,CIBC_CC,2022-07-11,"GOODFOOD M* GOODFOOD M SAINT-LAURENT, QC",66.2,,TRUE
,538,CIBC_CC,2022-07-11,"STARBUCKS 800-782-7282 800-782-7282, ON",25,,TRUE
,539,CIBC_CC,2022-07-11,"H-MART DOWNTOWN VANCOUVER, BC",32.46,,TRUE
,540,CIBC_CC,2022-07-11,"SEPHORA.CA SEPHORA.CA, QC",58.24,,TRUE
,541,CIBC_CC,2022-07-11,"PHO CENTRAL VANCOUVER, BC",16.31,,TRUE
,542,CIBC_CC,2022-07-11,"SQ *RAIN OR SHINE HOMEMAD Vancouver, BC",6.82,,TRUE
,543,CIBC_CC,2022-07-11,"MY HOME CUISINE VANCOUVER, BC",12,,TRUE
,544,CIBC_CC,2022-07-11,PAYMENT THANK YOU/PAIEMEN T MERCI,-0.22,,TRUE
,545,CIBC_CC,2022-07-11,PAYMENT THANK YOU/PAIEMEN T MERCI,-79.58,,TRUE
,2160,CIBC_CHECKING,2022-07-11,Internet Banking E-TRANSFER 010543845019 NANG SAY,-150,,TRUE
,2161,CIBC_CHECKING,2022-07-11,Internet Banking INTERNET TRANSFER 000000211525,148.1,,TRUE
,2162,CIBC_CHECKING,2022-07-11,Internet Banking INTERNET TRANSFER 000000211365,-148.9,,TRUE
,2163,CIBC_CHECKING,2022-07-11,Internet Banking INTERNET TRANSFER 000000204991,299.22,,TRUE
,2164,CIBC_CHECKING,2022-07-11,Internet Banking INTERNET TRANSFER 000000211112,-299.22,,TRUE
,546,CIBC_CC,2022-07-08,"BREKA BAKERY & CAFE VANCOUVER, BC",11.5,,TRUE
,547,CIBC_CC,2022-07-08,"UPPER CASE VANCOUVER, BC",2.99,,TRUE
,548,CIBC_CC,2022-07-07,"HELPS COUNSELLING NORTH VANCOUV, BC",126,,TRUE
,549,CIBC_CC,2022-07-07,"SUBWAY VANCOUVER, BC",6.07,,TRUE
,550,CIBC_CC,2022-07-07,"MY HOME CUISINE VANCOUVER, BC",12.5,,TRUE
,551,CIBC_CC,2022-07-07,PAYMENT THANK YOU/PAIEMEN T MERCI,-201.58,,TRUE
,2165,CIBC_CHECKING,2022-07-07,Internet Banking INTERNET TRANSFER 000000209077,0.22,,TRUE
,2166,CIBC_CHECKING,2022-07-07,Internet Banking INTERNET TRANSFER 000000208869,79.58,,TRUE
,2167,CIBC_CHECKING,2022-07-07,Internet Banking INTERNET TRANSFER 000000209025,-200,,TRUE
,552,CIBC_CC,2022-07-06,"BLUE PARROT COFFEE BAR VANCOUVER, BC",4.94,,TRUE
,553,CIBC_CC,2022-07-06,"DAVIE STREET YIG VANCOUVER, BC",59.15,,TRUE
,554,CIBC_CC,2022-07-06,"SAFEWAY #4998 VANCOUVER, BC",11.49,,TRUE
,2168,CIBC_CHECKING,2022-07-06,Electronic Funds Transfer PREAUTHORIZED DEBIT University of B BUSINESS PAD,487.91,,TRUE
,2169,CIBC_CHECKING,2022-07-06,Internet Banking INTERNET TRANSFER 000000100017,201.58,,TRUE
,555,CIBC_CC,2022-07-05,PAYMENT THANK YOU/PAIEMEN T MERCI,-374.81,,TRUE
,556,CIBC_CC,2022-07-05,"SAFEWAY #4998 VANCOUVER, BC",8.39,,TRUE
,557,CIBC_CC,2022-07-05,"SAFEWAY #4998 VANCOUVER, BC",6.29,,TRUE
,2170,CIBC_CHECKING,2022-07-05,Electronic Funds Transfer PREAUTHORIZED DEBIT University of B BUSINESS PAD,840,,TRUE
,2171,CIBC_CHECKING,2022-07-05,Internet Banking INTERNET TRANSFER 000000215048,-487.91,,TRUE
,558,CIBC_CC,2022-07-04,"SQ *THIRSTYYY - UBC ON CA Vancouver, BC",10.47,,TRUE
,559,CIBC_CC,2022-07-04,"EvoCarShare Burnaby, BC",17.25,,TRUE
,560,CIBC_CC,2022-07-04,"MCDONALD'S #19170 Q04 VANCOUVER, BC",23.43,,TRUE
,561,CIBC_CC,2022-07-04,"LONDON DRUGS 50 VANCOUVER, BC",25.97,,TRUE
,562,CIBC_CC,2022-07-04,"UNO GELATO (STAMPS LANDIN VANCOUVER, BC",11.44,,TRUE
,563,CIBC_CC,2022-07-04,"UNCLE TETSU ROBSON VANCOUVER, BC",10.5,,TRUE
,564,CIBC_CC,2022-07-04,"COMPASS WEB 604-398-2042, BC",6.05,,TRUE
,565,CIBC_CC,2022-07-04,"FATBURGER GRANVILLE VANCOUVER, BC",15.2,,TRUE
,566,CIBC_CC,2022-07-04,"SEASONS IN THE PARK VANCOUVER, BC",72.82,,TRUE
,2172,CIBC_CHECKING,2022-07-04,Electronic Funds Transfer PREAUTHORIZED DEBIT Wealthsimple Investments Inc.,30,,TRUE
,2173,CIBC_CHECKING,2022-07-04,Internet Banking E-TRANSFER 010515965698 CALVIN G DU,-20,,TRUE
,2174,CIBC_CHECKING,2022-07-04,Internet Banking INTERNET TRANSFER 000000124318,374.81,,TRUE
,2175,CIBC_CHECKING,2022-07-04,Internet Banking INTERNET TRANSFER 000000112107,-500,,TRUE
,2176,CIBC_CHECKING,2022-07-04,Internet Banking E-TRANSFER 010515352380 ANDREW HUANG,-45,,TRUE
,2177,CIBC_CHECKING,2022-07-04,Internet Banking E-TRANSFER 104166051415 Calvin Du,95.48,,TRUE
,567,CIBC_CC,2022-06-30,"WINNERS 358 VANCOUVER, BC",16.79,,TRUE
,568,CIBC_CC,2022-06-30,"WILFRED PACIFIC CTR 10 VANCOUVER, BC",123.2,,TRUE
,2178,CIBC_CHECKING,2022-06-30,Branch Transaction SERVICE CHARGE DISCOUNT,-16.95,,TRUE
,2179,CIBC_CHECKING,2022-06-30,Branch Transaction SERVICE CHARGE CAPPED MONTHLY FEE$16.95 RECORD-KEEPING N/A,16.95,,TRUE
,2180,CIBC_CHECKING,2022-06-30,Internet Banking E-TRANSFER 010514148030 ANDREA VARGAS-CORONA,-840,,TRUE
,569,CIBC_CC,2022-06-29,"SEN PAD THAI VANCOUVER, BC",17.01,,TRUE
,570,CIBC_CC,2022-06-28,"CASHSTAR STARBUCKS GFT 877-850-1977, ON",10,,TRUE
,571,CIBC_CC,2022-06-28,PAYMENT THANK YOU/PAIEMEN T MERCI,-193.52,,TRUE
,2181,CIBC_CHECKING,2022-06-28,Internet Banking E-TRANSFER 010512319642 CALVIN G DU,-10,,TRUE
,572,CIBC_CC,2022-06-27,"COMPASS VENDING BURNABY, BC",20,,TRUE
,573,CIBC_CC,2022-06-27,"LONDON DRUGS 50 VANCOUVER, BC",38.03,,TRUE
,574,CIBC_CC,2022-06-27,"McDonald's 40354 VANCOUVER, BC",10.91,,TRUE
,575,CIBC_CC,2022-06-27,"KIN'S FARM MARKET DAV VANCOUVER, BC",10.22,,TRUE
,576,CIBC_CC,2022-06-27,"BAMBOO VILLAGE VANCOUVER, BC",30.22,,TRUE
,577,CIBC_CC,2022-06-27,"T&T SUPERMARKET #003 VANCOUVER, BC",46.42,,TRUE
,578,CIBC_CC,2022-06-27,"CACTUS CLUB YALETOWN VANCOUVER, BC",37.72,,TRUE
,2182,CIBC_CHECKING,2022-06-27,Point of Sale - Interac RETAIL PURCHASE 000001837028 YUMMY TO GO,9.98,,TRUE
,2183,CIBC_CHECKING,2022-06-27,Internet Banking INTERNET TRANSFER 000000207031,193.52,,TRUE
,2184,CIBC_CHECKING,2022-06-27,Internet Banking INTERNET TRANSFER 000000206984,-193.52,,TRUE
,2185,CIBC_CHECKING,2022-06-27,Internet Banking E-TRANSFER 104159319453 Andrew Huang,19,,TRUE
,2186,CIBC_CHECKING,2022-06-27,Internet Banking E-TRANSFER 010511019226 ANDREW HUANG,-23,,TRUE
,579,CIBC_CC,2022-06-24,PAYMENT THANK YOU/PAIEMEN T MERCI,-82.63,,TRUE
,580,CIBC_CC,2022-06-24,"FARM TO TABLE VANCOUVER, BC",5.7,,TRUE
,581,CIBC_CC,2022-06-24,"H-MART DOWNTOWN VANCOUVER, BC",9.25,,TRUE
,582,CIBC_CC,2022-06-24,"MARKETPLACE IGA # 16 VANCOUVER, BC",4.99,,TRUE
,583,CIBC_CC,2022-06-23,"SEPHORA.CA SEPHORA.CA, QC",43.68,,TRUE
,584,CIBC_CC,2022-06-23,"GOURMET WOK VANCOUVER, BC",5.19,,TRUE
,2187,CIBC_CHECKING,2022-06-23,Internet Banking INTERNET TRANSFER 000000124778,-121.24,,TRUE
,2188,CIBC_CHECKING,2022-06-23,Internet Banking INTERNET TRANSFER 000000123823,82.63,,TRUE
,585,CIBC_CC,2022-06-22,"DAISO CANADA CO LTD VANCOUVER, BC",7.56,,TRUE
,586,CIBC_CC,2022-06-22,"SAFEWAY #4998 VANCOUVER, BC",5.13,,TRUE
,587,CIBC_CC,2022-06-22,"SAFEWAY #4998 VANCOUVER, BC",6.29,,TRUE
,588,CIBC_CC,2022-06-21,PAYMENT THANK YOU/PAIEMEN T MERCI,-66.59,,TRUE
,589,CIBC_CC,2022-06-21,"CHOICES YALETOWN # 907 VANCOUVER, BC",6.26,,TRUE
,590,CIBC_CC,2022-06-21,"CHOICES YALETOWN # 907 VANCOUVER, BC",32.56,,TRUE
,591,CIBC_CC,2022-06-21,PAYMENT THANK YOU/PAIEMEN T MERCI,-70.6,,TRUE
,592,CIBC_CC,2022-06-21,"DELICIOUS PHO VANCOUVER, BC",38.04,,TRUE
,593,CIBC_CC,2022-06-21,"URBAN FARE #7614 VANCOUVER, BC",17.27,,TRUE
,594,CIBC_CC,2022-06-21,"SAFEWAY #4998 VANCOUVER, BC",6.6,,TRUE
,595,CIBC_CC,2022-06-21,PAYMENT THANK YOU/PAIEMEN T MERCI,-15.77,,TRUE
,596,CIBC_CC,2022-06-20,"LONDON DRUGS 50 VANCOUVER, BC",21.2,,TRUE
,597,CIBC_CC,2022-06-20,"TREES ORGANIC COFFEE VANCOUVER, BC",16.7,,TRUE
,598,CIBC_CC,2022-06-20,"7-ELEVEN STORE #33036 VANCOUVER, BC",2.68,,TRUE
,2189,CIBC_CHECKING,2022-06-20,Internet Banking INTERNET TRANSFER 000000200335,70.6,,TRUE
,2190,CIBC_CHECKING,2022-06-20,Automated Banking Machine ATM WITHDRAWAL TELUS Garden Banking Ctr 2B2B,140,,TRUE
,2191,CIBC_CHECKING,2022-06-20,Internet Banking E-TRANSFER 010508830668 ANDREW HUANG,-35,,TRUE
,2192,CIBC_CHECKING,2022-06-20,Internet Banking INTERNET TRANSFER 000000138558,66.59,,TRUE
,2193,CIBC_CHECKING,2022-06-20,Internet Banking E-TRANSFER 010508145540 FRANKLIN MING MA,-12,,TRUE
,2194,CIBC_CHECKING,2022-06-20,Internet Banking INTERNET TRANSFER 000000217585,15.77,,TRUE
,599,CIBC_CC,2022-06-17,PAYMENT THANK YOU/PAIEMEN T MERCI,-309.83,,TRUE
,600,CIBC_CC,2022-06-17,"BLUE PARROT COFFEE BAR VANCOUVER, BC",6.49,,TRUE
,601,CIBC_CC,2022-06-17,"MICHAELS #3974 VANCOUVER, BC",21.54,,TRUE
,602,CIBC_CC,2022-06-16,"PETIT AMI VANCOUVER, BC",6.9,,TRUE
,603,CIBC_CC,2022-06-16,"SHOPPERS DRUG MART #22 VANCOUVER, BC",98.66,,TRUE
,2195,CIBC_CHECKING,2022-06-16,Internet Banking INTERNET TRANSFER 000000138541,309.83,,TRUE
,2196,CIBC_CHECKING,2022-06-16,Internet Banking INTERNET TRANSFER 000000138311,-309.83,,TRUE
,604,CIBC_CC,2022-06-15,"SEN PAD THAI VANCOUVER, BC",15.12,,TRUE
,605,CIBC_CC,2022-06-15,"CHOICES YALETOWN # 907 VANCOUVER, BC",2.84,,TRUE
,606,CIBC_CC,2022-06-15,"DAISO CANADA CO LTD VANCOUVER, BC",26.33,,TRUE
